data_content_id,filename,multi_step_id,block_index,rex_type,question_content,detailed_solution,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_F,Feedback_A,Feedback_B,Feedback_C,Feedback_D,Feedback_E,Feedback_F,correct_answer,background
99d16e8d-d7f3-478d-ab78-46c5da45bab0,0c19f043-1e1c-40f0-9271-2a22409534b3.html,AR_11,0,open_ended,"<ol class=""os-raise-noindent"">
<li>What is the vertex of the quadratic?</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\((7, -9)\)</p>
<p><strong>Step 1</strong> - Find the \(x\)-intercepts.<br/>
      Set each factor equal to 0.<br/>
      \(x-4=0\)<br/>
      \(x=4\)<br/>
      \(x-10=0\)<br/>
      \(x=10\)</p>
<p><strong>Step 2</strong> - Find the \(x\)-coordinate of the vertex.<br/>
      The vertex is halfway between the two \(x\)-intercepts.<br/>
      \(x=\frac{4+10}{2}=7\)</p>
<p><strong>Step 3</strong> - Find the \(y\)-coordinate of the vertex.<br/>
      Substitute the \(x\)-coordinate into \(f(x)\).<br/>
      \(f(7)=(7-4)(7-10)=(3)(-3)=-9\)<br/>
      The vertex is at \((7, -9)\).</p>",,,,,,,,,,,,,,"<p>
 For questions 1 - 2, use the equation of the quadratic, \(f(x)=(x-4)(x-10)\).
</p>"
03a33008-7f35-4e2f-aa79-b3285faf9a0c,0c19f043-1e1c-40f0-9271-2a22409534b3.html,AR_11,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>What is the axis of symmetry of the quadratic? </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(x=7\)</p>
<p>The axis of symmetry is the equation where \(x\) equals the \(x\)-coordinate of the vertex.<br/>
      \(x= 7\)</p>",,,,,,,,,,,,,,"<p>
 For questions 1 - 2, use the equation of the quadratic, \(f(x)=(x-4)(x-10)\).
</p>"
0ca617cb-1ab7-495e-b6c2-208ae4d95011__block0,0ca617cb-1ab7-495e-b6c2-208ae4d95011.html,AR_12,0,open_ended,"<p>Write an equation from the table:</p>
<table class=""os-raise-horizontaltable"">
<thead>
</thead>
<tbody>
<tr>
<th scope=""row"">\(x\)</th>
<td>0</td>
<td>1</td>
<td>2</td>
<td>3</td>
<td>4</td>
</tr>
<tr>
<th scope=""row"">\(y\)</th>
<td>7</td>
<td>11</td>
<td>15</td>
<td>19</td>
<td>23</td>
</tr>
</tbody>
</table>","
<p>Compare your answer:</p>
<p>Here is how to write an equation from a table.</p>
<p><strong>Step 1</strong> - Identify the \(y\)-intercept.</p>
<p>When \(x = 0\), \(y = 7\) so the \(y\)-intercept is 7.</p>
<p><strong>Step 2</strong> - Identify the slope.</p>
<p>Slope is the change in \(y\) over the change in \(x\). For this table, the change in \(y\) is 4 and the change in \(x\) is 1. The slope is 4.</p>
<p><strong>Step 3</strong> - Write the equation in slope-intercept form.</p>
<p>In the slope-intercept form, \(y=mx+b\), \(m\) is the slope and \(b\) is the \(y\)-intercept.</p>
<p>The equation is \(y = 4x +7\).</p>
",,,,,,,,,,,,,,
b237d423-f838-4954-9ffa-0fbb41e4924c,0d0209d5-2466-41b4-8058-cafd6252371c.html,AR_13,0,open_ended,"<p>A trailer can carry a maximum weight of 160 pounds and a maximum volume of 15 cubic feet. A microwave oven, \(m\), weighs 30 pounds and has 2 cubic feet of volume, while a printer, \(p\), weighs 20 pounds and has 3 cubic feet of volume.</p>
<p>Write a system of inequalities to model this situation.</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","<p>Compare your answer:</p>
<p>Here is how to write the system of inequalities:</p>
<p>\(\left\{\begin{array}{l}30m+20p\leq160\\2m+3p\leq15\end{array}\right.\)</p>",,,,,,,,,,,,,,
0d5804d1-e95c-4d05-b2cd-2f6412d511ab__block0,0d5804d1-e95c-4d05-b2cd-2f6412d511ab.html,AR_14,0,open_ended,"<p>The height, in meters, of a model rocket being launched is modeled by the function \(h(t) = -2t^2 + 14t + 2\) where \(t\) is the number of seconds after launch.</p>
<p>How many seconds pass before the rocket reaches the ground?</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to solve this problem using graphing technology:</p>
<p>Since the expression cannot be factored, it should be graphed.</p>
<p><img alt=""GRAPH OF A DOWNWARD PARABOLA WITH A POSITIVE \(x\)-intercepts AT 7.14."" height=""405"" src=""https://k12.openstax.org/contents/raise/resources/98fe8e4e5f929935e52a0612e27e3aed2aecf0ac"" width=""400""/></p>
<p>The function has a zero at \(x=7.14\). The \(x\)-intercept is \((7.14, 0)\).</p>
<p>This means the rocket travels for 7.14 seconds before reaching the ground.</p>
",,,,,,,,,,,,,,
0d859f2b-0e69-4bb4-b08f-4c17b228c8ac__block0,0d859f2b-0e69-4bb4-b08f-4c17b228c8ac.html,AR_15,0,open_ended,"<p>What was Jay’s average rate of change from the beginning to 25 minutes later?</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.
    </p>","
<p>Compare your answer:</p>
<p>Here is how to find the average rate of change of the first 25 minutes of the race:</p>
<p>Remember, the average rate of change formula is \(\frac{f(b)-f(a)}{b-a}\), where \((b, f(b))\) typically represents your second data point and \((a, f(a))\) represents your first data point.</p>
<p>For this situation, it would be \((0, 0)\) or \(a=0\) and \(f(a) =0\) and \((25,5.67)\) or \(b= 25\) and \(f(b)=5.67\).</p>
<p>Substituting the points into the average rate of change formula results in the following:</p>
<p>\(\frac{f(b)-f(a)}{b-a}=\frac{5.67}{25}\), which is 0.227 miles per minute.</p>
",,,,,,,,,,,,,,"<p>
 Jay was racing bikes with a friend on the way to the park. A table and a graph of the times are shown below.
</p>
<table class=""os-raise-midsizetable"">
 <caption>
  Jay
 </caption>
 <thead>
  <tr>
   <th scope=""col"">
    Time (minutes)
   </th>
   <th scope=""col"">
    Distance (miles)
   </th>
  </tr>
 </thead>
 <tbody>
  <tr>
   <td>
    0
   </td>
   <td>
    0
   </td>
  </tr>
  <tr>
   <td>
    5
   </td>
   <td>
    0.84
   </td>
  </tr>
  <tr>
   <td>
    10
   </td>
   <td>
    1.86
   </td>
  </tr>
  <tr>
   <td>
    15
   </td>
   <td>
    3.00
   </td>
  </tr>
  <tr>
   <td>
    20
   </td>
   <td>
    4.27
   </td>
  </tr>
  <tr>
   <td>
    25
   </td>
   <td>
    5.67
   </td>
  </tr>
 </tbody>
</table>
<br/>
<p>
 <img alt=""A SCATTERPLOT THAT SHOWS THE RELATIONSHIP BETWEEN TIME IN MINUTES (X-AXIS) AND DISTANCE IN MILES (Y-AXIS). PLOTTED POINTS INCLUDE (0, 0), (5, 0.84), (10, 1.86), (15, 3), (20, 4.27), AND (25, 5.67). "" height=""300"" src=""https://k12.openstax.org/contents/raise/resources/69e4be4d341573e713fabfb59f2ef379252f1a05"" width=""300""/>
</p>"
0e3b42d7-9319-472d-9d87-a490f35ff9ac__block0,0e3b42d7-9319-472d-9d87-a490f35ff9ac.html,AR_16,0,open_ended,"<p>Using the same table from above, what is the average rate of change of \(A\) from week 1 to week 3?</p>
<table class=""os-raise-skinnytable"">
<thead>
<tr>
<th scope=""col"">\(t\) </th>
<th scope=""col"">\(A(t)\) </th>
</tr>
</thead>
<tbody>
<tr>
<td>
          0
        </td>
<td>
          240
        </td>
</tr>
<tr>
<td>
          1
        </td>
<td>
        80
        </td>
</tr>
<tr>
<td>
         2
        </td>
<td>
          27
        </td>
</tr>
<tr>
<td>
       3
        </td>
<td>
        9
        </td>
</tr>
<tr>
<td>
          4
        </td>
<td>
        3
        </td>
</tr>
</tbody>
</table>","
<p>Compare your answer:</p>
<p>Here is how to use the table to find the average rate of change:</p>
<table class=""os-raise-horizontaltable"">
<thead></thead>
<tbody>
<tr>
<th scope=""row""> Find the points on the table when \(t=1\) and \(t=3\).</th>
<td>
         \((1, 80)\), \((3,9)\)
        </td>
</tr>
<tr>
<th scope=""row"">Substitute into the slope formula to find the rate of change.</th>
<td>
          \(\frac{A(3)-A(1)}{3-1}=\frac{9-80}{2}\)
        </td>
</tr>
<tr>
<th scope=""row""> Simplify to find the rate of change.</th>
<td>
          \(\frac{-71}{2}=-35.5\) square yards per week
        </td>
</tr>
</tbody>
</table>
",,,,,,,,,,,,,,
12f504f0-d8b7-4554-bc74-5ee8fb42ae76__block0,12f504f0-d8b7-4554-bc74-5ee8fb42ae76.html,AR_17,0,open_ended,"<p>Write the quadratic in vertex form that has a vertex at \((2, 5)\) and goes through the point \((3, 7)\).</p><br/><p>Write down your answer, then select the <strong>Solution</strong> button to compare your work.</p>","
<p>Compare your answer:</p>
<p>\(y=2(x-2)^2+5\)</p>
<p>First, start with the vertex form of a quadratic function:<br/>
    \(y=a(x-h)^2+k\)</p>
<p><strong>Step 1</strong> - Substitute the vertex at \((h, k)\):<br/>
    \(y=a(x-2)^2+5\)</p>
<p><strong>Step 2</strong> - Substitute the other point at \((x, y)\):<br/>
    \(7=a(3-2)^2+5\)</p>
<p><strong>Step 3</strong> - Solve for \(a\):<br/>
    \(7=a(1)^2+5\)<br/>
    \(7-5=a(1)^2+5-5\)<br/>
    \(a=2\)</p>
<p><strong>Step 4</strong> - Substitute the value of \(a\) and the vertex \((h, k)\) into the vertex form:<br/>
    \(y=2(x-2)^2+5\)</p>
",,,,,,,,,,,,,,
14186d61-d610-4204-859c-d89c4ed7b6a6__block0,14186d61-d610-4204-859c-d89c4ed7b6a6.html,AR_18,0,open_ended,"<p>Write \((x+5)^2\) as an expanded polynomial in standard form.</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Here is how to expand the polynomial:</p>
<p><strong>Step 1</strong> - Multiply the binomial by itself.<br/>
    \((x+5)(x+5)\)</p>
<p><strong>Step 2</strong> - Use the distributive property (FOIL).<br/>
    \(x^2 +5x+5x+25\)</p>
<p><strong>Step 3</strong> - Combine like terms.<br/>
    \(x^2+10x+25\)</p>
",,,,,,,,,,,,,,
1502b2ad-0a66-41f3-aa35-9731b81256a5__block0,1502b2ad-0a66-41f3-aa35-9731b81256a5.html,AR_19,0,open_ended,"<ol class=""os-raise-noindent"">
<li>Use a diagram to write \((x + 2)(x + 7)\) in standard form.</li>
</ol>
<table class=""os-raise-doubleheadertable os-raise-skinnytable"">
<thead>
<tr>
<th scope=""col""></th>
<th scope=""col"">
            \(x\)
          </th>
<th scope=""col"">
            –3
          </th>
</tr>
</thead>
<tbody>
<tr>
<th scope=""row"">
            \(x\)
          </th>
<td>
            \(x^2\)
          </td>
<td>
            \(-3x\)
          </td>
</tr>
<tr>
<th scope=""row"">
            –8
          </th>
<td>
            \(-8x\)
          </td>
<td>
            24
          </td>
</tr>
</tbody>
</table>","
<p>Here is how to use a diagram to help convert between standard and factored forms:</p>
<p> \(x^2+9x +14\)</p>
<table class=""os-raise-doubleheadertable os-raise-skinnytable"">
<thead>
<tr>
<th scope=""col""></th>
<th scope=""col"">
          \(x\)
        </th>
<th scope=""col"">
          2
        </th>
</tr>
</thead>
<tbody>
<tr>
<th scope=""row"">
          \(x\)
        </th>
<td>
          \(x^2\)
        </td>
<td>
          \(2x\)
        </td>
</tr>
<tr>
<th scope=""row"">
          7
        </th>
<td>
          \(7x\)
        </td>
<td>
          14
        </td>
</tr>
</tbody>
</table>
<br/>
",,,,,,,,,,,,,,
1502b2ad-0a66-41f3-aa35-9731b81256a5__block1,1502b2ad-0a66-41f3-aa35-9731b81256a5.html,AR_19,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>The diagram shown breaks down \(x^2−11x +24\).</li>
</ol>
<table class=""os-raise-doubleheadertable os-raise-skinnytable"">
<thead>
<tr>
<th scope=""col""></th>
<th scope=""col"">
            \(x\)
          </th>
<th scope=""col"">
            –3
          </th>
</tr>
</thead>
<tbody>
<tr>
<th scope=""row"">
            \(x\)
          </th>
<td>
            \(x^2\)
          </td>
<td>
            \(-3x\)
          </td>
</tr>
<tr>
<th scope=""row"">
            –8
          </th>
<td>
            \(-8x\)
          </td>
<td>
            24
          </td>
</tr>
</tbody>
</table>","
<p>Here is how to use a diagram to help convert between standard and factored forms:</p>
<p>\((x − 3)(x − 8)\)</p>
",,,,,,,,,,,,,,"<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
 <p>
  Here is how to use a diagram to help convert between standard and factored forms:
 </p>
 <p>
  \(x^2+9x +14\)
 </p>
 <table class=""os-raise-doubleheadertable os-raise-skinnytable"">
  <thead>
   <tr>
    <th scope=""col"">
    </th>
    <th scope=""col"">
     \(x\)
    </th>
    <th scope=""col"">
     2
    </th>
   </tr>
  </thead>
  <tbody>
   <tr>
    <th scope=""row"">
     \(x\)
    </th>
    <td>
     \(x^2\)
    </td>
    <td>
     \(2x\)
    </td>
   </tr>
   <tr>
    <th scope=""row"">
     7
    </th>
    <td>
     \(7x\)
    </td>
    <td>
     14
    </td>
   </tr>
  </tbody>
 </table>
 <br/>
</div>"
d27fac66-34b3-4dc7-ad57-bd505ef32e3f,1521abfb-9c83-410f-85cc-23add2e88c3d.html,AR_20,0,open_ended,"<ol class=""os-raise-noindent"">
<li>Write a system of equations to represent the constraints given.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(\left\{\begin{array}{c}32s + 45c = 840\\32s + 24c = 672\end{array}\right.\)</p>",,,,,,,,,,,,,,"<p>
 Alicia is a chef for a restaurant. This week, she ordered 32 steaks and 45 chickens. The total cost this week was $840.
</p>
<p>
 Last week, she ordered 32 steaks and 24 chickens. The total cost was $672.
</p>
<p>
 Let \(s\) represent the cost of a steak and \(c\) represent the cost of a chicken.
</p>
<p>
 Use this information to answer questions 1 - 2.
</p>"
b5b7bca7-d049-4ea0-9b36-dac2a435c422,1521abfb-9c83-410f-85cc-23add2e88c3d.html,AR_20,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>Write a new equation that represents the total cost for both weeks.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(64s + 69c = 1,512 \)</p>",,,,,,,,,,,,,,"<p>
 Alicia is a chef for a restaurant. This week, she ordered 32 steaks and 45 chickens. The total cost this week was $840.
</p>
<p>
 Last week, she ordered 32 steaks and 24 chickens. The total cost was $672.
</p>
<p>
 Let \(s\) represent the cost of a steak and \(c\) represent the cost of a chicken.
</p>
<p>
 Use this information to answer questions 1 - 2.
</p>"
15b8b73a-72d2-43b1-abb1-659035871626__block0,15b8b73a-72d2-43b1-abb1-659035871626.html,AR_21,0,open_ended,"<p>Suppose you want to frame a different picture that measures 10 inches by 6 inches. The frame is created from 36 square inches of framing material. The frame must be uniform in width, and all of the framing material must be used.</p>
<ol class=""os-raise-noindent"">
<li>What is the perimeter of the picture?</li>
</ol>
<ol class=""os-raise-noindent"" start=""2"">
<li>What is the area of the picture?</li>
</ol>
<ol class=""os-raise-noindent"" start=""3"">
<li>What will be the total area of the framed picture?</li>
</ol><br/><p>Write down your answers, then select the <strong>s</strong><strong>olution</strong> button to compare your work.</p>","
<p>Here is how to find the missing information about the framed picture:
  </p>
<p>The perimeter of the picture is \(10 + 10 + 6 + 6 = 32\) inches.</p>
",,,,,,,,,,,,,,
15b8b73a-72d2-43b1-abb1-659035871626__block1,15b8b73a-72d2-43b1-abb1-659035871626.html,AR_21,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>What is the area of the picture?</li>
</ol><br/><p>Write down your answers, then select the <strong>s</strong><strong>olution</strong> button to compare your work.</p>","
<p>Here is how to find the missing information about the framed picture:
  </p>
<p>The area of the picture is \(10 \cdot 6 = 60\) square inches.</p>
",,,,,,,,,,,,,,"<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
 <p>
  Here is how to find the missing information about the framed picture:
 </p>
 <p>
  The perimeter of the picture is \(10 + 10 + 6 + 6 = 32\) inches.
 </p>
</div>"
