data_content_id,filename,multi_step_id,block_index,rex_type,question_content,detailed_solution,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_F,Feedback_A,Feedback_B,Feedback_C,Feedback_D,Feedback_E,Feedback_F,correct_answer,background,nickname,TEKS,machine_readable_teks,section_UUID
ea06284b-5685-43df-a933-60c09cb7865d,0deaea55-8ef9-43c5-a746-a53c0a739095.html,WU_4,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>\(n = 7\)</li>
</ol>
<p>Enter your answer here:</p>",<p>Check your answer with the solution: 20</p>,,,,,,,,,,,,,,"<p>Your teacher will assign you one of these expressions:</p><p>\( \dfrac {n^2 - 9}{2(4-3)}\qquad \text{or} \qquad (n+3)\cdot \dfrac {n-3}{8-3\cdot2} \)</p><p>For numbers 1 - 4, evaluate your expression when \(n\) is the given value.</p>",Alg1_1_6_1_WU_4,A1.5.A,f2978b80-66c9-530f-bcb2-53d438f51304,d3f3cfa2-e912-493d-be0c-7b6dbec58a82
4ca2009d-6925-4174-ac0d-833f66282099,0deaea55-8ef9-43c5-a746-a53c0a739095.html,WU_4,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li>\(n = 13\)</li>
</ol>
<p>Enter your answer here:</p>",<p>Check your answer with the solution: 80</p>,,,,,,,,,,,,,,"<p>Your teacher will assign you one of these expressions:</p><p>\( \dfrac {n^2 - 9}{2(4-3)}\qquad \text{or} \qquad (n+3)\cdot \dfrac {n-3}{8-3\cdot2} \)</p><p>For numbers 1 - 4, evaluate your expression when \(n\) is the given value.</p>",Alg1_1_6_1_WU_4,A1.5.A,f2978b80-66c9-530f-bcb2-53d438f51304,d3f3cfa2-e912-493d-be0c-7b6dbec58a82
da392198-4dae-45eb-a9d6-5b9e93f9f546,0deaea55-8ef9-43c5-a746-a53c0a739095.html,WU_4,3,open_ended,"<ol class=""os-raise-noindent"" start=""4"">
<li>\(n = -1\)</li>
</ol>
<p>Enter your answer here:</p>",<p>Check your answer with the solution: -4</p>,,,,,,,,,,,,,,"<p>Your teacher will assign you one of these expressions:</p><p>\( \dfrac {n^2 - 9}{2(4-3)}\qquad \text{or} \qquad (n+3)\cdot \dfrac {n-3}{8-3\cdot2} \)</p><p>For numbers 1 - 4, evaluate your expression when \(n\) is the given value.</p>",Alg1_1_6_1_WU_4,A1.5.A,f2978b80-66c9-530f-bcb2-53d438f51304,d3f3cfa2-e912-493d-be0c-7b6dbec58a82
4a36fb93-96b5-4799-add5-9717db543df9,0deaea55-8ef9-43c5-a746-a53c0a739095.html,WU_4,4,open_ended,"<ol class=""os-raise-noindent"" start=""5"">
<li>What did you discover when you compared your answers? Explain your rationale.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>Your answer may vary, but here is a sample. <br/>
      Even though our questions were different, the answers were the same because the expressions were equivalent.
    </p>",,,,,,,,,,,,,,"<p>Your teacher will assign you one of these expressions:</p><p>\( \dfrac {n^2 - 9}{2(4-3)}\qquad \text{or} \qquad (n+3)\cdot \dfrac {n-3}{8-3\cdot2} \)</p><p>For numbers 1 - 4, evaluate your expression when \(n\) is the given value.</p>",Alg1_1_6_1_WU_4,A1.5.A,f2978b80-66c9-530f-bcb2-53d438f51304,d3f3cfa2-e912-493d-be0c-7b6dbec58a82
a77f22d9-36a8-4b7a-8bb7-492f41dabacd,0f4034eb-d6b9-4319-8ae2-958ca9d683b2.html,WU_5,0,open_ended,"<ol class=""os-rase-noindent"">
<li> A line with a slope of 5 and a \(y\)-intercept of \(\frac12\). </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(y = 5x + \frac12\)</p>",,,,,,,,,,,,,,"<p>For numbers 1 – 3, write the equation of:</p>",Alg1_1_13_1_WU_5,A1.2.C,15afa70a-a5cd-512d-9586-6fb3aaa71e0c,df943fee-af3d-4db1-a3ac-12aca7fd2020
5ce82487-060c-4ef1-aea4-39317a4a8004,0f4034eb-d6b9-4319-8ae2-958ca9d683b2.html,WU_5,1,open_ended,"<ol class=""os-rase-noindent"" start=""2"">
<li> A line with a slope of 2 that goes through \((-1, 3)\). </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(y = \frac{1}{2} x + \frac72\)</p>",,,,,,,,,,,,,,"<p>For numbers 1 – 3, write the equation of:</p>",Alg1_1_13_1_WU_5,A1.2.C,15afa70a-a5cd-512d-9586-6fb3aaa71e0c,df943fee-af3d-4db1-a3ac-12aca7fd2020
0a33b02b-33b0-41b3-96ca-9ce781a5d191,0f4034eb-d6b9-4319-8ae2-958ca9d683b2.html,WU_5,2,open_ended,"<ol class=""os-rase-noindent"" start=""3"">
<li> A line that passes through \((2, 4)\) and \((1, -2)\). </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\(y=6x - 8\)</p>",,,,,,,,,,,,,,"<p>For numbers 1 – 3, write the equation of:</p>",Alg1_1_13_1_WU_5,A1.2.C,15afa70a-a5cd-512d-9586-6fb3aaa71e0c,df943fee-af3d-4db1-a3ac-12aca7fd2020
cffc5158-ce69-46f3-9788-37c152dfe89c,0fddf0fb-2429-484f-a368-561c0df74b35.html,WU_6,0,open_ended,"<p>For questions 1 – 4, use the following scenario to use equations to solve a riddle:</p>
<blockquote>Here is a riddle: “I am thinking of two numbers that add up to 5.678. The difference between them is 9.876. What are the two numbers?”</blockquote>
<ol class=""os-raise-noindent"">
<li>Name any pair of numbers whose sum is 5.678.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer: Your answer may vary, but here is a sample.</p>
<p>2 and 3.678 </p>",,,,,,,,,,,,,,,Alg1_2_14_1_WU_6,"A1.2.H,A1.3.H","049d88a4-2acc-5ede-b592-16bd767a2549,7751e72d-57aa-5e8c-91a8-f7b381fe209c",6c7f3a14-185f-4dc2-b748-4866b2a65b84
b06f38a2-ad9c-4a3d-a2e4-84072a03d479,0fddf0fb-2429-484f-a368-561c0df74b35.html,WU_6,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>Name any pair of numbers whose difference is 9.876.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer: Your answer may vary, but here is a sample.</p>
<p>10 and 0.124 </p>",,,,,,,,,,,,,,,Alg1_2_14_1_WU_6,"A1.2.H,A1.3.H","049d88a4-2acc-5ede-b592-16bd767a2549,7751e72d-57aa-5e8c-91a8-f7b381fe209c",6c7f3a14-185f-4dc2-b748-4866b2a65b84
530cee1c-ca15-4d07-82fd-634701af3e30,0fddf0fb-2429-484f-a368-561c0df74b35.html,WU_6,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li>The riddle can be represented with two equations. Write the equations.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer: Your answer may vary, but here is a sample.</p>
<p>Let \(x\) and \(y\) represent the numbers: \(x+y=5.678\) and \(x-y=9.876\).</p>",,,,,,,,,,,,,,,Alg1_2_14_1_WU_6,"A1.2.H,A1.3.H","049d88a4-2acc-5ede-b592-16bd767a2549,7751e72d-57aa-5e8c-91a8-f7b381fe209c",6c7f3a14-185f-4dc2-b748-4866b2a65b84
68c2d8ae-1af7-4c74-85a5-ca5222df0340,0fddf0fb-2429-484f-a368-561c0df74b35.html,WU_6,3,open_ended,"<ol class=""os-raise-noindent"" start=""4"">
<li>Solve the riddle. Be prepared to show your reasoning.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer: Your answer may vary, but here is a sample.</p>
<p>The two numbers are \(7.777\) and \(-2.099\).</p>
<ul>
<li>Adding the two equations eliminates the \(y\)-variable and gives \(2x=15.554\) or \(x=7.777\).</li>
<li> Substituting this \(x\)-value into either equation gives \(y=-2.099\).</li>
<li>Graphing the two equations gives two lines that intersect at \((7.777,−2.099)\).</li>
</ul>
<img alt=""Graph of 2 intersecting lines. Horizontal axis, labeled x, from negative 12 to 12 by 2s. Vertical axis, labeled y, from negative 12 to 12 by 2s. Lines intersect near 8 comma negative 2."" src=""https://k12.openstax.org/contents/raise/resources/7e257c4f412c999470ad160806aa1d6b563dac7b""/>",,,,,,,,,,,,,,,Alg1_2_14_1_WU_6,"A1.2.H,A1.3.H","049d88a4-2acc-5ede-b592-16bd767a2549,7751e72d-57aa-5e8c-91a8-f7b381fe209c",6c7f3a14-185f-4dc2-b748-4866b2a65b84
6992756e-5681-457f-b6a7-c2e9550f74e2,111d51f8-9e64-4643-b54d-c86a79ecc8c4.html,WU_7,0,multiple_choice,"<ol class=""os-raise-noindent"">
<li>3 is the only solution to \(x^2−9=0\).</li>
</ol>",,True,False,,,,,,<p>Correct! False. There are two solutions because there are two numbers that can be squared to get 9. Both 3 and –3 are possible solutions.</p>,,,,,B,<p>Decide whether each statement is true or false.</p>,Alg1_8_5_1_WU_7,A1.8.A,c663451e-af7c-541e-810a-0b632bfde4f0,3a4c76f3-4f43-4951-99dd-4088743e6954
4f56e224-75d6-447b-8675-412ccf6c4c52,111d51f8-9e64-4643-b54d-c86a79ecc8c4.html,WU_7,1,multiple_choice,"<ol class=""os-raise-noindent"" start=""2"">
<li>A solution to \(x^2+25=0\) is –5. </li>
</ol>",,True,False,,,,,,<p>Correct! False. There is no solution to \(x^2+25=0\) because no real number can be squared to get –25.</p>,,,,,B,<p>Decide whether each statement is true or false.</p>,Alg1_8_5_1_WU_7,A1.8.A,c663451e-af7c-541e-810a-0b632bfde4f0,3a4c76f3-4f43-4951-99dd-4088743e6954
a84ff741-2f65-4dcd-a5eb-bc0584d6f53a,111d51f8-9e64-4643-b54d-c86a79ecc8c4.html,WU_7,2,multiple_choice,"<ol class=""os-raise-noindent"" start=""3"">
<li>\(x(x−7)=0\) has two solutions.</li>
</ol>",,True,False,,,,,"<p>Correct! True. There are two factors, 0 and 7, that could make the product of the expression 0.</p>",,,,,,A,<p>Decide whether each statement is true or false.</p>,Alg1_8_5_1_WU_7,A1.8.A,c663451e-af7c-541e-810a-0b632bfde4f0,3a4c76f3-4f43-4951-99dd-4088743e6954
e4012223-6761-4182-9aa8-3f81e734d6b5,111d51f8-9e64-4643-b54d-c86a79ecc8c4.html,WU_7,3,multiple_choice,"<ol class=""os-raise-noindent"" start=""4"">
<li>5 and –7 are the solutions to \((x−5)(x+7)=12\).</li>
</ol>",,True,False,,,,,,"<p>Correct! False. The product of the two factors is not 0, so we cannot solve it using the zero product property (which gives 5 and –7 as solutions). If we evaluate the expression \((x−5)(x+7)\) at those two values, the result will be 0, not 12.</p>",,,,,B,<p>Decide whether each statement is true or false.</p>,Alg1_8_5_1_WU_7,A1.8.A,c663451e-af7c-541e-810a-0b632bfde4f0,3a4c76f3-4f43-4951-99dd-4088743e6954
576a084a-c333-4024-8727-13a947fd36d4,118d4c38-c794-4727-93a1-ec2723ce6ebe.html,WU_9,0,open_ended,"<ol class=""os-raise-noindent"">
<li> \( \dfrac {4x-10}{2} \)</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\( 2x - 5 \)</p>",,,,,,,,,,,,,,<p>Rewrite each quotient as a sum or a difference.</p>,Alg1_1_11_1_WU_9,"A1.3.A,A1.3.C","0ac7ae3b-f0c3-547f-b68d-a6bb162d6b28,a88cfd47-d05b-5284-a6d6-0f89f439ed7a",bbca9943-57d5-4675-afc3-12bfb58b83a2
0751e7b9-21b5-4211-a354-a0006e4bffc5,118d4c38-c794-4727-93a1-ec2723ce6ebe.html,WU_9,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li> \( \dfrac {1 - 50x}{-2} \)</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\( -\frac{1}{2}+25x \)</p>",,,,,,,,,,,,,,<p>Rewrite each quotient as a sum or a difference.</p>,Alg1_1_11_1_WU_9,"A1.3.A,A1.3.C","0ac7ae3b-f0c3-547f-b68d-a6bb162d6b28,a88cfd47-d05b-5284-a6d6-0f89f439ed7a",bbca9943-57d5-4675-afc3-12bfb58b83a2
973ce5b2-f4ee-474f-b146-62abb721449a,118d4c38-c794-4727-93a1-ec2723ce6ebe.html,WU_9,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li> \( \dfrac {5(x+10)}{25} \)</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\( \frac{1}{5}x+2 \)</p>",,,,,,,,,,,,,,<p>Rewrite each quotient as a sum or a difference.</p>,Alg1_1_11_1_WU_9,"A1.3.A,A1.3.C","0ac7ae3b-f0c3-547f-b68d-a6bb162d6b28,a88cfd47-d05b-5284-a6d6-0f89f439ed7a",bbca9943-57d5-4675-afc3-12bfb58b83a2
2e6927b8-5398-4928-a747-0eba6b4bbd3f,118d4c38-c794-4727-93a1-ec2723ce6ebe.html,WU_9,3,open_ended,"<ol class=""os-raise-noindent"" start=""4"">
<li> \( \dfrac {- \frac15 x + 5}{2} \)</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>\( -\frac{1}{10}x+\frac{5}{2} \)</p>",,,,,,,,,,,,,,<p>Rewrite each quotient as a sum or a difference.</p>,Alg1_1_11_1_WU_9,"A1.3.A,A1.3.C","0ac7ae3b-f0c3-547f-b68d-a6bb162d6b28,a88cfd47-d05b-5284-a6d6-0f89f439ed7a",bbca9943-57d5-4675-afc3-12bfb58b83a2
bce4fcf6-8203-4fce-826f-388d9a3e712a,14571845-24eb-4782-a6df-5c644fbfa794.html,WU_10,0,open_ended,"<ol class=""os-raise-noindent"" start=""1"">
<li>\(2^3\cdot 2^4=2^x\) </li>
</ol>
<p> Enter your answer here:</p>",<p>Check your answer with the solution: 7</p>,,,,,,,,,,,,,,"<ol class=""os-raise-noindent"">
<p>Find the value of \(x\) that makes the equation true. </p>
</ol><p>Complete the following questions to practice the skills you have learned in this lesson.</p>",Alg1_5_4_1_WU_10,"A1.9.A,A1.9.B,A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,9d63ceb5-41e3-508b-b27d-f5af6e221bc9,b49b0afb-9a3b-5db1-90ab-3583cf469642,cc5e36e1-0279-5845-a28a-39cdd69d59f7",55a3b4f0-bbbb-4f23-a164-d2e34e894ecf
d8c2ac02-4b93-4a46-8952-d7fceb46ebfd,14571845-24eb-4782-a6df-5c644fbfa794.html,WU_10,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>\(2^5\cdot 2=2^x\)</li>
</ol>
<p> Enter your answer here:</p>",<p>Check your answer with the solution: 6</p>,,,,,,,,,,,,,,"<ol class=""os-raise-noindent"">
<p>Find the value of \(x\) that makes the equation true. </p>
</ol><p>Complete the following questions to practice the skills you have learned in this lesson.</p>",Alg1_5_4_1_WU_10,"A1.9.A,A1.9.B,A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,9d63ceb5-41e3-508b-b27d-f5af6e221bc9,b49b0afb-9a3b-5db1-90ab-3583cf469642,cc5e36e1-0279-5845-a28a-39cdd69d59f7",55a3b4f0-bbbb-4f23-a164-d2e34e894ecf
abf28cef-62e8-4025-b358-1e0f5aacfbdd,14571845-24eb-4782-a6df-5c644fbfa794.html,WU_10,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li>\(2^{10}\div 2^7=2^x\)</li>
</ol>
<p> Enter your answer here:</p>",<p>Check your answer with the solution: 3</p>,,,,,,,,,,,,,,"<ol class=""os-raise-noindent"">
<p>Find the value of \(x\) that makes the equation true. </p>
</ol><p>Complete the following questions to practice the skills you have learned in this lesson.</p>",Alg1_5_4_1_WU_10,"A1.9.A,A1.9.B,A1.9.C,A1.9.D","2d409450-219a-5a3a-855e-fef386b69dfa,9d63ceb5-41e3-508b-b27d-f5af6e221bc9,b49b0afb-9a3b-5db1-90ab-3583cf469642,cc5e36e1-0279-5845-a28a-39cdd69d59f7",55a3b4f0-bbbb-4f23-a164-d2e34e894ecf
