data_content_id,filename,multi_step_id,block_index,rex_type,question_content,detailed_solution,Answer_A,Answer_B,Answer_C,Answer_D,Answer_E,Answer_F,Feedback_A,Feedback_B,Feedback_C,Feedback_D,Feedback_E,Feedback_F,correct_answer,background,nickname,TEKS,machine_readable_teks,section_UUID
ecf4b63b-e6c6-4ca6-a108-6b1f4fcb922b,08217b05-5c68-4ad1-9c60-dab706803f98.html,CD_4,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>The line is the graph of \( 8x-40y=600 \). Select all points whose \( (x,y) \) values represent the group reaching its fundraising goal. Be prepared to show your reasoning.</li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>Points B and C. Sample explanation: When the coordinates of B and C are substituted for the \( x \) and \( y \) in the equation, they result in a number that is at least 600.</p>",,,,,,,,,,,,,,"<p>
 To raise money for after-school programs at an elementary school, a group of parents is holding a weekend of games in a community center. They charge $8 per person for entry into the event. The group would like to earn at least $600, after paying for the cost of renting the space, which is $40 an hour.
</p>",Alg1_2_12_5_CD_4,"A1.2.H,A1.3.D","049d88a4-2acc-5ede-b592-16bd767a2549,f77dc072-6954-51ca-ba17-370f02ef6bf3",27f8ef18-d98d-49ca-a4bd-2e25a1ac5b24
,08217b05-5c68-4ad1-9c60-dab706803f98.html,CD_4,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">


<li>Complete the graph so that it represents solutions to an inequality that represents this situation. (Be clear about whether you want to use a solid or dashed line.) Use the graphing tool or technology outside the course. Graph the equation that represents this scenario using the Desmos tool below.<br><br/>
<img alt=""Graph of a line."" class=""img-fluid atto_image_button_text-bottom"" height=""221"" src=""https://k12.openstax.org/contents/raise/resources/de73a68644c1a0d180237b57db1e8c6e28691206"" width=""300""/><br/>
</br></li>
</ol><br/>
<p>When you have finished graphing, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer:</p>
<!--REPLACE IMAGE BELOW WITH CORRECT IMAGE-->
<img alt=""Graph of an inequality. Hours of rental. Numbers of tickets sold."" class=""img-fluid atto_image_button_text-bottom"" height=""221"" src=""https://k12.openstax.org/contents/raise/resources/2c23d401d1a81055d1fc5753c2c6836710729c0c"" width=""300""/> <br/>
<br/>
<br/>
",,,,,,,,,,,,,,"<p>
 To raise money for after-school programs at an elementary school, a group of parents is holding a weekend of games in a community center. They charge $8 per person for entry into the event. The group would like to earn at least $600, after paying for the cost of renting the space, which is $40 an hour.
</p>",Alg1_2_12_5_CD_4,"A1.2.H,A1.3.D","049d88a4-2acc-5ede-b592-16bd767a2549,f77dc072-6954-51ca-ba17-370f02ef6bf3",27f8ef18-d98d-49ca-a4bd-2e25a1ac5b24
,0dd150a3-a02e-4555-aae4-8759e14b9842.html,CD_5,0,open_ended,"<p>A quadratic function is defined by the expression \(x^2−20x+19\).</p>
<p>Rewrite the expression in vertex form (of a quadratic expression) and give the coordinates of the vertex (of a graph). Show your reasoning.</p><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Compare your answer:</p>
<p>\((x−10)^2−81\). The vertex is at \((10, -81)\).</p>
<p>\(x^2−20x+19\)<br/>
    \(x^2−20x+100+19−100\)<br/>
    \(x^2−20x+100−81\)<br/>
    \((x−10)^2−81\)</p>
",,,,,,,,,,,,,,,Alg1_9_10_6_CD_5,A1.6.B,f6d6a34a-1af7-5aa8-bb82-5e5f8dd0d9d0,2567ae95-3eab-4e9e-8841-ab66a3884838
7ffc205b-b5c3-4b88-9038-cd798a83705e,0e2c67ad-5b10-4c0d-8256-74ae3d5f6f10.html,CD_6,0,open_ended,"<ol class=""os-raise-noindent"">
<li>10 centimeters
        </li>
</ol>
<p>Enter your answer here.</p>",<p>Check your answer with the solution: 14</p>,,,,,,,,,,,,,,"<p>
 The perimeter of a rectangle is 48 centimeters. The relationship between the length, the width, and the perimeter of the rectangle can be described with the equation: \( 2 \cdot \text{length} +2 \cdot \text{width}=48 \).
</p>
<p>
 Find the length, in centimeters, if the width is:
</p>",Alg1_1_8_4_CD_6,"A1.12.E,A1.2.C","15afa70a-a5cd-512d-9586-6fb3aaa71e0c,ad901527-efdd-5c29-b9bf-c98d15da9b40",b86a3591-9994-44fc-bc2c-cdca1dd73f6c
07c3d8c2-ec3b-4992-90ee-3e264fc0822f,0e2c67ad-5b10-4c0d-8256-74ae3d5f6f10.html,CD_6,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>3.6 centimeters
        </li>
</ol>
<p>Enter your answer here.</p>",<p>Check your answer with the solution: 2</p>,,,,,,,,,,,,,,"<p>
 The perimeter of a rectangle is 48 centimeters. The relationship between the length, the width, and the perimeter of the rectangle can be described with the equation: \( 2 \cdot \text{length} +2 \cdot \text{width}=48 \).
</p>
<p>
 Find the length, in centimeters, if the width is:
</p>",Alg1_1_8_4_CD_6,"A1.12.E,A1.2.C","15afa70a-a5cd-512d-9586-6fb3aaa71e0c,ad901527-efdd-5c29-b9bf-c98d15da9b40",b86a3591-9994-44fc-bc2c-cdca1dd73f6c
70b65d44-b929-4dfe-b445-59ba2d7d311f,0e2c67ad-5b10-4c0d-8256-74ae3d5f6f10.html,CD_6,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li>
        \( w \) centimeters
      </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>
      \(2L + 2(w) = 48\)<br/>
      \(2L + 2w = 48\)<br/>
      \(2L + 2w -2w= 48-2s\)<br/>
      \(2L = 48-2\)<br/>
      \(\frac{1}{2} (2L) = \frac{1}{2} (48-2s)\)<br/>
      \(L=\frac{48-2w}{2}\) or \(24-w\)
    </p>",,,,,,,,,,,,,,"<p>
 The perimeter of a rectangle is 48 centimeters. The relationship between the length, the width, and the perimeter of the rectangle can be described with the equation: \( 2 \cdot \text{length} +2 \cdot \text{width}=48 \).
</p>
<p>
 Find the length, in centimeters, if the width is:
</p>",Alg1_1_8_4_CD_6,"A1.12.E,A1.2.C","15afa70a-a5cd-512d-9586-6fb3aaa71e0c,ad901527-efdd-5c29-b9bf-c98d15da9b40",b86a3591-9994-44fc-bc2c-cdca1dd73f6c
b87d85a1-daa4-4506-8f37-cdab07de11d7,0f345a58-e315-4d95-a319-0bdeab8b04a3.html,CD_7,0,open_ended,"<ol class=""os-raise-noindent"">
<li>\(
        x^2 − 14x − 32\) </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>trial and error; for example, \((x − 16)(x + 2)\)</p>",,,,,,,,,,,,,,"<p>
 Work with a partner. For each trinomial, explain which method you would use to factor. When you have discussed your reasoning, factor the trinomial and compare solutions.
</p>",Alg1_6_5_5_CD_7,A1.10.E,62062bb5-d929-59d5-95e1-bd218cbff3a6,1b8c0d6f-713f-4fb9-973e-4f378b49d43c
8576792e-7b1e-4292-9b2c-9528627aa9cc,0f345a58-e315-4d95-a319-0bdeab8b04a3.html,CD_7,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li> \(6r^2 + 30r + 36\) </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>the “\(ac\)” method; for example, \(6(r + 3)(r + 2)\)</p>",,,,,,,,,,,,,,"<p>
 Work with a partner. For each trinomial, explain which method you would use to factor. When you have discussed your reasoning, factor the trinomial and compare solutions.
</p>",Alg1_6_5_5_CD_7,A1.10.E,62062bb5-d929-59d5-95e1-bd218cbff3a6,1b8c0d6f-713f-4fb9-973e-4f378b49d43c
906e420c-4c4d-4eb6-99b4-bc3336501a26,0f345a58-e315-4d95-a319-0bdeab8b04a3.html,CD_7,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li> \((x + 3)^2 − 9(x + 3) − 36\) </li>
</ol><br/><p>Enter your answer here:</p>","<p>Compare your answer:</p>
<p>substitution; for example, \((x − 9)(x + 6)\)</p>",,,,,,,,,,,,,,"<p>
 Work with a partner. For each trinomial, explain which method you would use to factor. When you have discussed your reasoning, factor the trinomial and compare solutions.
</p>",Alg1_6_5_5_CD_7,A1.10.E,62062bb5-d929-59d5-95e1-bd218cbff3a6,1b8c0d6f-713f-4fb9-973e-4f378b49d43c
,12c19db1-7559-4da3-9a54-2ded56774e19.html,CD_8,0,open_ended,"<ol class=""os-raise-noindent"">
<li> \({(x^2)}^\frac13\) </li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer:</p>
<p>\(x^\frac23\)</p>
",,,,,,,,,,,,,,"<p>
 The activities you learned in a prior lesson taught you the properties of exponents. These same properties work with rational exponents.
</p>
<p>
 Simplify each expression, and then check your answers. Double click on mathematical expressions/equations to enlarge.
</p>",Alg1_5_2_4_CD_8,A1.11.B,90a5fa57-05e7-5e92-b13a-f6c50c254cbb,4c241771-88e4-4f91-9e19-a8f7e79adea9
,12c19db1-7559-4da3-9a54-2ded56774e19.html,CD_8,1,open_ended,"<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
<p>Compare your answer:</p>
<p>\(x^\frac23\)</p>
</div><br/><ol class=""os-raise-noindent"" start=""2"">
<li> \(x^\frac23\;\cdot\;x^\frac23\) </li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer:</p>
<p>\(x^\frac43\)</p>
",,,,,,,,,,,,,,"<p>
 The activities you learned in a prior lesson taught you the properties of exponents. These same properties work with rational exponents.
</p>
<p>
 Simplify each expression, and then check your answers. Double click on mathematical expressions/equations to enlarge.
</p>",Alg1_5_2_4_CD_8,A1.11.B,90a5fa57-05e7-5e92-b13a-f6c50c254cbb,4c241771-88e4-4f91-9e19-a8f7e79adea9
,12c19db1-7559-4da3-9a54-2ded56774e19.html,CD_8,2,open_ended,"<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal2"">
<p>Compare your answer:</p>
<p>\(x^\frac43\)</p>
</div><br/><ol class=""os-raise-noindent"" start=""3"">
<li> \({(x^{-3})}^\frac25\) </li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer:</p>
<p>\(x^{-\frac65}\;=\;\frac1{x^{\frac65}}\)</p>
",,,,,,,,,,,,,,"<p>
 The activities you learned in a prior lesson taught you the properties of exponents. These same properties work with rational exponents.
</p>
<p>
 Simplify each expression, and then check your answers. Double click on mathematical expressions/equations to enlarge.
</p>",Alg1_5_2_4_CD_8,A1.11.B,90a5fa57-05e7-5e92-b13a-f6c50c254cbb,4c241771-88e4-4f91-9e19-a8f7e79adea9
,12c19db1-7559-4da3-9a54-2ded56774e19.html,CD_8,3,open_ended,"<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal3"">
<p>Compare your answer:</p>
<p>\(x^{-\frac65}\;=\;\frac1{x^{\frac65}}\)</p>
</div><br/><ol class=""os-raise-noindent"" start=""4"">
<li> \({(x^\frac13)}^{-1}\) </li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer:</p>
<p>\(x^{-\frac13}\;=\;\frac1{x^{\frac13}}\)</p>
",,,,,,,,,,,,,,"<p>
 The activities you learned in a prior lesson taught you the properties of exponents. These same properties work with rational exponents.
</p>
<p>
 Simplify each expression, and then check your answers. Double click on mathematical expressions/equations to enlarge.
</p>",Alg1_5_2_4_CD_8,A1.11.B,90a5fa57-05e7-5e92-b13a-f6c50c254cbb,4c241771-88e4-4f91-9e19-a8f7e79adea9
7df5f3e7-792b-4438-a54b-e9a7d2660cd7,19c49921-0e1e-4ff9-9dd7-78510af7802f.html,CD_9,0,multiple_choice,"<ol class=""os-raise-noindent"">
<li>Based on this model, which price would generate more revenue for the company, \($5\) or \($17\)?</li>
</ol>",,$5,$17,,,,,"<p>Correct! \($5\), as it would generate about \($3,700\) in revenue. Charging \($17\) would bring in about \($2,500\). </p>",,,,,,A,"<p>
 This graph represents the revenue in dollars that a company expects if they sell their product for \(p\) dollars.
</p>
<p>
 <img alt='Graph of non linear function."" height=""196' height=""262"" src=""https://k12.openstax.org/contents/raise/resources/4b5d552eb1fbfb0822e47b7883a920ba6c68d147"" width=""324""/>
</p>",Alg1_7_7_4_CD_9,"A1.6.A,A1.7.A","0f80c030-76af-58e4-8ff8-b3e241e96594,fa787ef7-5994-593c-9ce9-6555f4d60783",9538278a-71a7-4c62-8084-adbd243be166
91a80edb-e118-490e-9da1-3a90f3dac2be,19c49921-0e1e-4ff9-9dd7-78510af7802f.html,CD_9,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>At what price (in dollars) should the company sell their product if they wish to make as much revenue as possible?</li>
</ol>
<p>Enter your answer here:</p>",<p>Check your answer with the solution: 10</p>,,,,,,,,,,,,,,"<p>
 This graph represents the revenue in dollars that a company expects if they sell their product for \(p\) dollars.
</p>
<p>
 <img alt='Graph of non linear function."" height=""196' height=""262"" src=""https://k12.openstax.org/contents/raise/resources/4b5d552eb1fbfb0822e47b7883a920ba6c68d147"" width=""324""/>
</p>",Alg1_7_7_4_CD_9,"A1.6.A,A1.7.A","0f80c030-76af-58e4-8ff8-b3e241e96594,fa787ef7-5994-593c-9ce9-6555f4d60783",9538278a-71a7-4c62-8084-adbd243be166
dd50d498-c21d-414b-ad51-cdebc7560f33,19c49921-0e1e-4ff9-9dd7-78510af7802f.html,CD_9,2,open_ended,"<ol class=""os-raise-noindent"" start=""3"">
<li>How much revenue (in dollars) would they make?</li>
</ol>
<p>Enter your answer here:</p>",<p>Check your answer with the solution: 5000</p>,,,,,,,,,,,,,,"<p>
 This graph represents the revenue in dollars that a company expects if they sell their product for \(p\) dollars.
</p>
<p>
 <img alt='Graph of non linear function."" height=""196' height=""262"" src=""https://k12.openstax.org/contents/raise/resources/4b5d552eb1fbfb0822e47b7883a920ba6c68d147"" width=""324""/>
</p>",Alg1_7_7_4_CD_9,"A1.6.A,A1.7.A","0f80c030-76af-58e4-8ff8-b3e241e96594,fa787ef7-5994-593c-9ce9-6555f4d60783",9538278a-71a7-4c62-8084-adbd243be166
,19c49921-0e1e-4ff9-9dd7-78510af7802f.html,CD_9,3,open_ended,"<ol class=""os-raise-noindent"" start=""4"">
<li>What is an appropriate domain for the function? Explain how you know.</li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work. </p>","
<p>Compare your answer: Your answer may vary, but here is a sample.</p>
<p>\(0 \leq p \leq 20\), because the price has to be non-negative, and the company would earn negative revenue if the price were more than \($20\).</p>
",,,,,,,,,,,,,,"<p>
 This graph represents the revenue in dollars that a company expects if they sell their product for \(p\) dollars.
</p>
<p>
 <img alt='Graph of non linear function."" height=""196' height=""262"" src=""https://k12.openstax.org/contents/raise/resources/4b5d552eb1fbfb0822e47b7883a920ba6c68d147"" width=""324""/>
</p>",Alg1_7_7_4_CD_9,"A1.6.A,A1.7.A","0f80c030-76af-58e4-8ff8-b3e241e96594,fa787ef7-5994-593c-9ce9-6555f4d60783",9538278a-71a7-4c62-8084-adbd243be166
,19fa6350-b069-42fc-96d2-75b7645c9609.html,CD_10,0,open_ended,"<ol class=""os-raise-noindent"">
<li>Without graphing, find the vertex (of a graph) of the graph of a quadratic function defined by \(f(x)=-x^2−14x−60\). Show your reasoning.</li>
</ol><br/><p>Write down your answer, then select the <strong>solution</strong> button to compare your work.</p>","
<p>Compare your answer:</p>
<p>The vertex is at \((-7,-11)\).</p>
<p>\(f(x)=-(x^2+14x+60)\)</p>
<p>\(f(x)=-(x^2+14x+49+11)\)</p>
<p>\(f(x)=-((x+7)^2+11)\)</p>
<p>\(f(x)=-(x+7)^2−11\)</p>
",,,,,,,,,,,,,,,Alg1_9_11_4_CD_10,A1.7.A,0f80c030-76af-58e4-8ff8-b3e241e96594,57d47664-c20d-48c9-b8a5-ecfdad5c387a
d14411ee-3af2-4478-90c3-02e6b2fb9a0f,19fa6350-b069-42fc-96d2-75b7645c9609.html,CD_10,1,open_ended,"<div class=""os-raise-ib-content"" data-schema-version=""1.0"" data-wait-for-event=""Reveal1"">
<p>Compare your answer:</p>
<p>The vertex is at \((-7,-11)\).</p>
<p>\(f(x)=-(x^2+14x+60)\)</p>
<p>\(f(x)=-(x^2+14x+49+11)\)</p>
<p>\(f(x)=-((x+7)^2+11)\)</p>
<p>\(f(x)=-(x+7)^2−11\)</p>
</div><br/><ol class=""os-raise-noindent"" start=""2"">
<li>Does the \(y\)-coordinate of the vertex correspond to a maximum or a minimum value of the function? Explain how you know.</li>
</ol><br/><p>Enter your explanation. </p>","<p>Compare your answer:</p>
<p>A maximum value. The squared term has a coefficient of -1. The squared term will be 0 when \(x\) is -7. For all other values of \(x\), the squared term will be subtracted from -11, resulting in outputs that are less than -11.</p>",,,,,,,,,,,,,,,Alg1_9_11_4_CD_10,A1.7.A,0f80c030-76af-58e4-8ff8-b3e241e96594,57d47664-c20d-48c9-b8a5-ecfdad5c387a
fdeab50c-b8e2-4440-b2c6-db723a810af4,1bfbf088-78e1-4c74-b9c8-e518c7e40667.html,CD_11,0,open_ended,"<ol class=""os-raise-noindent"">
<li>What is the \(x\)-coordinate of the vertex of the graph of \(f\)?</li>
</ol>
<p>Enter your answer here:</p>",<p>Check your answer with the solution: -3</p>,,,,,,,,,,,,,,"<p>
 Since this activity was designed to be completed without technology, ask students to put away any devices.
</p>
<p>
 Answer questions 1 – 3 about the function \(f\), given by \(f(x)=(x+3)^2−1\).
</p>",Alg1_7_15_4_CD_11,"A1.7.A,A1.7.C","0f80c030-76af-58e4-8ff8-b3e241e96594,214b75ff-4986-5ed1-aee2-1121e41e5bb8",68aab0c2-db09-4181-b909-dd9b00be5aa2
7e781736-842e-456a-bb60-65431c204ede,1bfbf088-78e1-4c74-b9c8-e518c7e40667.html,CD_11,1,open_ended,"<ol class=""os-raise-noindent"" start=""2"">
<li>What is the \(y\)-coordinate of the vertex of the graph of \(f\)?</li>
</ol>
<p>Enter your answer here:</p>",<p>Check your answer with the solution: -1</p>,,,,,,,,,,,,,,"<p>
 Since this activity was designed to be completed without technology, ask students to put away any devices.
</p>
<p>
 Answer questions 1 – 3 about the function \(f\), given by \(f(x)=(x+3)^2−1\).
</p>",Alg1_7_15_4_CD_11,"A1.7.A,A1.7.C","0f80c030-76af-58e4-8ff8-b3e241e96594,214b75ff-4986-5ed1-aee2-1121e41e5bb8",68aab0c2-db09-4181-b909-dd9b00be5aa2
